STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
04,013,109500,04013109500,1095,Census Tract 1095,G5020,S,2463414,24992,+33.5025844,-112.1933395
04,013,109601,04013109601,1096.01,Census Tract 1096.01,G5020,S,1220651,0,+33.5017559,-112.2335657
04,013,109602,04013109602,1096.02,Census Tract 1096.02,G5020,S,1489582,0,+33.4994228,-112.2135197
04,013,109603,04013109603,1096.03,Census Tract 1096.03,G5020,S,1322990,0,+33.5015444,-112.2250233
04,013,422218,04013422218,4222.18,Census Tract 4222.18,G5020,S,1286856,0,+33.3530428,-111.8851882
04,013,103210,04013103210,1032.10,Census Tract 1032.10,G5020,S,2335896,0,+33.6053327,-111.9874082
04,013,103211,04013103211,1032.11,Census Tract 1032.11,G5020,S,2713637,0,+33.6189983,-111.9869134
04,013,103212,04013103212,1032.12,Census Tract 1032.12,G5020,S,2606852,0,+33.6188319,-111.9691440
04,013,103214,04013103214,1032.14,Census Tract 1032.14,G5020,S,2590325,7908,+33.6186525,-111.9512025
04,013,103215,04013103215,1032.15,Census Tract 1032.15,G5020,S,2710636,0,+33.6334564,-111.9869238
04,013,105101,04013105101,1051.01,Census Tract 1051.01,G5020,S,6209104,1791,+33.5734281,-111.9970468
04,013,105200,04013105200,1052,Census Tract 1052,G5020,S,4048348,10199,+33.5623890,-112.0523785
04,013,105300,04013105300,1053,Census Tract 1053,G5020,S,2628242,25994,+33.5585568,-112.0712797
04,013,108100,04013108100,1081,Census Tract 1081,G5020,S,1452097,16185,+33.5033702,-111.9805171
04,013,110001,04013110001,1100.01,Census Tract 1100.01,G5020,S,1384432,9061,+33.4868383,-112.1642623
04,013,112301,04013112301,1123.01,Census Tract 1123.01,G5020,S,1309388,0,+33.4696322,-112.1604808
04,013,112402,04013112402,1124.02,Census Tract 1124.02,G5020,S,1299464,0,+33.4696103,-112.1777424
04,013,061009,04013061009,610.09,Census Tract 610.09,G5020,S,15259407,4015,+33.4645550,-112.4021325
04,013,061100,04013061100,611,Census Tract 611,G5020,S,10118022,0,+33.5360482,-112.3733796
04,013,061200,04013061200,612,Census Tract 612,G5020,S,3983548,0,+33.4463134,-112.3417970
04,013,061300,04013061300,613,Census Tract 613,G5020,S,3729545,0,+33.4415130,-112.3634250
04,013,071503,04013071503,715.03,Census Tract 715.03,G5020,S,4013779,283181,+33.6103118,-112.2784919
04,013,104600,04013104600,1046,Census Tract 1046,G5020,S,2617902,3388,+33.5767665,-112.0729281
04,019,002202,04019002202,22.02,Census Tract 22.02,G5020,S,4121315,0,+32.1927418,-110.9519364
04,019,004723,04019004723,47.23,Census Tract 47.23,G5020,S,3772335,0,+32.2983493,-110.8329788
04,019,001303,04019001303,13.03,Census Tract 13.03,G5020,S,967935,0,+32.2556507,-110.9822535
04,019,004069,04019004069,40.69,Census Tract 40.69,G5020,S,2067353,0,+32.2139514,-110.8211377
04,019,004070,04019004070,40.70,Census Tract 40.70,G5020,S,1144433,0,+32.2138056,-110.8106328
04,019,001304,04019001304,13.04,Census Tract 13.04,G5020,S,1624379,0,+32.2558835,-110.9708547
04,013,216813,04013216813,2168.13,Census Tract 2168.13,G5020,S,4472578,130010,+33.5718035,-111.9115720
04,013,216816,04013216816,2168.16,Census Tract 2168.16,G5020,S,16176543,5131,+33.6115386,-111.9076426
04,013,216826,04013216826,2168.26,Census Tract 2168.26,G5020,S,2614692,3235,+33.5887722,-111.8837698
04,013,216902,04013216902,2169.02,Census Tract 2169.02,G5020,S,2546808,33159,+33.5293730,-111.8988520
04,013,217001,04013217001,2170.01,Census Tract 2170.01,G5020,S,2814501,34723,+33.5153595,-111.9228480
04,013,217101,04013217101,2171.01,Census Tract 2171.01,G5020,S,1294820,6663,+33.5012471,-111.9053974
04,019,004122,04019004122,41.22,Census Tract 41.22,G5020,S,3328485,0,+32.1414071,-110.9370743
04,013,071504,04013071504,715.04,Census Tract 715.04,G5020,S,3332748,30221,+33.6294009,-112.2828515
04,019,004072,04019004072,40.72,Census Tract 40.72,G5020,S,1256188,0,+32.2276876,-110.8110436
04,019,004071,04019004071,40.71,Census Tract 40.71,G5020,S,1333365,0,+32.2287663,-110.8193654
04,019,004421,04019004421,44.21,Census Tract 44.21,G5020,S,61986418,0,+32.2060994,-111.1549952
04,013,071505,04013071505,715.05,Census Tract 715.05,G5020,S,5982703,17155,+33.6233312,-112.2981718
04,013,111203,04013111203,1112.03,Census Tract 1112.03,G5020,S,408186,0,+33.4534133,-111.9746086
04,013,111204,04013111204,1112.04,Census Tract 1112.04,G5020,S,6560460,85288,+33.4585599,-111.9550359
04,013,111300,04013111300,1113,Census Tract 1113,G5020,S,2621017,0,+33.4729842,-111.9868751
04,013,111402,04013111402,1114.02,Census Tract 1114.02,G5020,S,1316507,0,+33.4730668,-111.9998735
04,013,980700,04013980700,9807,Census Tract 9807,G5020,S,85318128,29985,+33.6921146,-111.7598427
04,013,217102,04013217102,2171.02,Census Tract 2171.02,G5020,S,1284002,1752,+33.5038503,-111.8978049
04,013,217201,04013217201,2172.01,Census Tract 2172.01,G5020,S,2061687,10757,+33.4945112,-111.9253321
04,019,001801,04019001801,18.01,Census Tract 18.01,G5020,S,2429820,0,+32.2492877,-110.9209011
04,019,001802,04019001802,18.02,Census Tract 18.02,G5020,S,1126134,0,+32.2382255,-110.9212062
04,019,002703,04019002703,27.03,Census Tract 27.03,G5020,S,1634688,0,+32.2641229,-110.9493710
04,019,002905,04019002905,29.05,Census Tract 29.05,G5020,S,1967765,0,+32.2647271,-110.9033842
04,013,523103,04013523103,5231.03,Census Tract 5231.03,G5020,S,2616519,440,+33.2982770,-111.8671283
04,013,422102,04013422102,4221.02,Census Tract 4221.02,G5020,S,1273651,0,+33.4041299,-111.8657396
04,013,422103,04013422103,4221.03,Census Tract 4221.03,G5020,S,726403,0,+33.3966747,-111.8698091
04,013,422104,04013422104,4221.04,Census Tract 4221.04,G5020,S,1523041,0,+33.4013046,-111.8799565
04,013,422105,04013422105,4221.05,Census Tract 4221.05,G5020,S,1276726,0,+33.3968379,-111.8485943
04,013,422106,04013422106,4221.06,Census Tract 4221.06,G5020,S,1259059,0,+33.4040946,-111.8484498
04,013,422107,04013422107,4221.07,Census Tract 4221.07,G5020,S,635211,0,+33.3971105,-111.8612601
04,013,422203,04013422203,4222.03,Census Tract 4222.03,G5020,S,2640379,6784,+33.3836283,-111.8554938
04,013,422204,04013422204,4222.04,Census Tract 4222.04,G5020,S,2571190,21178,+33.3858199,-111.8692674
04,013,422205,04013422205,4222.05,Census Tract 4222.05,G5020,S,1305717,71474,+33.3837635,-111.8789930
04,013,422209,04013422209,4222.09,Census Tract 4222.09,G5020,S,2613031,0,+33.3424187,-111.8504007
04,013,941100,04013941100,9411,Census Tract 9411,G5020,S,90368999,568147,+33.2338075,-111.9576919
04,013,217700,04013217700,2177,Census Tract 2177,G5020,S,2566393,0,+33.4876299,-111.9003184
04,013,319600,04013319600,3196,Census Tract 3196,G5020,S,2578481,0,+33.4001798,-111.9349062
04,013,421901,04013421901,4219.01,Census Tract 4219.01,G5020,S,1309322,0,+33.3969820,-111.8141908
04,013,422501,04013422501,4225.01,Census Tract 4225.01,G5020,S,2605462,0,+33.4009336,-111.7624714
04,013,422502,04013422502,4225.02,Census Tract 4225.02,G5020,S,2570732,0,+33.4008774,-111.7797329
04,013,422210,04013422210,4222.10,Census Tract 4222.10,G5020,S,2611046,0,+33.3423811,-111.8677211
04,013,422211,04013422211,4222.11,Census Tract 4222.11,G5020,S,2561850,0,+33.3422466,-111.8850371
04,013,422212,04013422212,4222.12,Census Tract 4222.12,G5020,S,1990889,185041,+33.3674824,-111.8919010
04,013,422213,04013422213,4222.13,Census Tract 4222.13,G5020,S,1321288,7721,+33.3627080,-111.8858608
04,013,422216,04013422216,4222.16,Census Tract 4222.16,G5020,S,2604646,0,+33.3715446,-111.8507246
04,013,422302,04013422302,4223.02,Census Tract 4223.02,G5020,S,2639928,0,+33.3860618,-111.7970924
04,013,422219,04013422219,4222.19,Census Tract 4222.19,G5020,S,1287745,0,+33.3532362,-111.8678013
04,013,422220,04013422220,4222.20,Census Tract 4222.20,G5020,S,1272556,0,+33.3532910,-111.8504569
04,013,422301,04013422301,4223.01,Census Tract 4223.01,G5020,S,5143645,16512,+33.3860671,-111.8271693
04,019,004119,04019004119,41.19,Census Tract 41.19,G5020,S,125679740,0,+31.8702018,-110.9164490
04,019,004331,04019004331,43.31,Census Tract 43.31,G5020,S,5461783,0,+31.8838284,-111.0075620
04,019,004068,04019004068,40.68,Census Tract 40.68,G5020,S,4057598,0,+32.2279672,-110.8444766
04,019,004333,04019004333,43.33,Census Tract 43.33,G5020,S,13008468,0,+32.1513189,-111.0859195
04,019,004511,04019004511,45.11,Census Tract 45.11,G5020,S,1613446,0,+32.2796583,-110.9669487
04,019,004725,04019004725,47.25,Census Tract 47.25,G5020,S,4482153,0,+32.3090255,-110.9691791
04,013,115200,04013115200,1152,Census Tract 1152,G5020,S,7119367,90602,+33.4139109,-112.0014967
04,013,115300,04013115300,1153,Census Tract 1153,G5020,S,4102107,30823,+33.4122660,-112.0484128
04,013,115500,04013115500,1155,Census Tract 1155,G5020,S,2598907,0,+33.3993852,-112.1422670
04,013,115600,04013115600,1156,Census Tract 1156,G5020,S,2552654,0,+33.3994726,-112.1078245
04,013,115900,04013115900,1159,Census Tract 1159,G5020,S,2569303,0,+33.3995851,-112.0559842
04,013,116000,04013116000,1160,Census Tract 1160,G5020,S,2480169,0,+33.3998988,-112.0386208
04,013,116100,04013116100,1161,Census Tract 1161,G5020,S,2417081,0,+33.4001775,-112.0212714
04,013,116202,04013116202,1162.02,Census Tract 1162.02,G5020,S,1454220,0,+33.3885879,-111.9874388
04,013,217600,04013217600,2176,Census Tract 2176,G5020,S,1920057,16295,+33.4860977,-111.9159439
04,013,217800,04013217800,2178,Census Tract 2178,G5020,S,2557134,0,+33.4731131,-111.9003640
04,013,217900,04013217900,2179,Census Tract 2179,G5020,S,2558167,48050,+33.4748808,-111.9196965
04,013,218000,04013218000,2180,Census Tract 2180,G5020,S,2627063,0,+33.4729197,-111.9348731
04,013,218300,04013218300,2183,Census Tract 2183,G5020,S,2236629,5534,+33.4605095,-111.9021729
04,019,002603,04019002603,26.03,Census Tract 26.03,G5020,S,856954,0,+32.2639168,-110.9670778
04,019,004642,04019004642,46.42,Census Tract 46.42,G5020,S,16039905,0,+32.4342704,-110.9529792
04,019,004726,04019004726,47.26,Census Tract 47.26,G5020,S,8436199,0,+32.3087678,-110.9476371
04,019,005200,04019005200,52,Census Tract 52,G5020,S,3974372984,0,+32.2167200,-112.9776345
04,019,004330,04019004330,43.30,Census Tract 43.30,G5020,S,2622680,0,+31.8565598,-111.0026339
04,019,004324,04019004324,43.24,Census Tract 43.24,G5020,S,22269844,20847,+31.7892410,-111.0148197
04,019,004425,04019004425,44.25,Census Tract 44.25,G5020,S,970480198,34607,+32.3829457,-111.4550797
04,019,004121,04019004121,41.21,Census Tract 41.21,G5020,S,59602784,0,+32.1037614,-110.9113921
04,019,004062,04019004062,40.62,Census Tract 40.62,G5020,S,40682715,0,+32.0765828,-110.7438548
04,019,004114,04019004114,41.14,Census Tract 41.14,G5020,S,120134339,0,+32.0166643,-110.9099126
04,019,004641,04019004641,46.41,Census Tract 46.41,G5020,S,7280897,0,+32.4311735,-110.9884729
04,019,004327,04019004327,43.27,Census Tract 43.27,G5020,S,109649289,0,+31.9439239,-111.0346923
04,019,004423,04019004423,44.23,Census Tract 44.23,G5020,S,71862692,0,+32.3352662,-111.1808676
04,019,004431,04019004431,44.31,Census Tract 44.31,G5020,S,40447604,1302581,+32.4088335,-111.1833437
04,013,050609,04013050609,506.09,Census Tract 506.09,G5020,S,10921533,0,+33.4525473,-112.5352921
04,013,103611,04013103611,1036.11,Census Tract 1036.11,G5020,S,5214231,4009,+33.6270330,-112.0564073
04,013,103612,04013103612,1036.12,Census Tract 1036.12,G5020,S,2007820,0,+33.6300172,-112.0758193
04,013,103614,04013103614,1036.14,Census Tract 1036.14,G5020,S,2071505,0,+33.6054070,-112.0851886
04,013,103615,04013103615,1036.15,Census Tract 1036.15,G5020,S,7191919,0,+33.5924127,-112.0822503
04,013,103900,04013103900,1039,Census Tract 1039,G5020,S,2522036,474,+33.6036014,-112.1053243
04,013,103609,04013103609,1036.09,Census Tract 1036.09,G5020,S,2493419,2061,+33.6144265,-112.1098543
04,013,104100,04013104100,1041,Census Tract 1041,G5020,S,2564317,0,+33.6180460,-112.1251214
04,013,093105,04013093105,931.05,Census Tract 931.05,G5020,S,1253906,0,+33.5203394,-112.1947048
04,013,010101,04013010101,101.01,Census Tract 101.01,G5020,S,54085241,27466,+33.7468347,-111.7313562
04,013,040516,04013040516,405.16,Census Tract 405.16,G5020,S,378364690,451962,+33.6767067,-112.7240487
04,013,040518,04013040518,405.18,Census Tract 405.18,G5020,S,454130283,341853,+33.8962909,-112.5112619
04,013,061401,04013061401,614.01,Census Tract 614.01,G5020,S,725613,0,+33.4327009,-112.3496081
04,013,040519,04013040519,405.19,Census Tract 405.19,G5020,S,228785873,2453118,+33.8191423,-112.3598758
04,013,040520,04013040520,405.20,Census Tract 405.20,G5020,S,22216412,35493,+33.7584726,-112.3108338
04,013,040521,04013040521,405.21,Census Tract 405.21,G5020,S,33686713,55723,+33.7046053,-112.3161585
04,013,040528,04013040528,405.28,Census Tract 405.28,G5020,S,7762137,0,+33.6527324,-112.4037263
04,013,050604,04013050604,506.04,Census Tract 506.04,G5020,S,309709215,214246,+33.3568036,-112.7756801
04,013,050605,04013050605,506.05,Census Tract 506.05,G5020,S,661425204,144928,+33.5485074,-112.6463863
04,013,050608,04013050608,506.08,Census Tract 506.08,G5020,S,12998190,0,+33.4267096,-112.5645554
04,013,061014,04013061014,610.14,Census Tract 610.14,G5020,S,3850685,11138,+33.4834525,-112.3250330
04,013,061029,04013061029,610.29,Census Tract 610.29,G5020,S,2672411,0,+33.6311855,-112.3506834
04,013,010102,04013010102,101.02,Census Tract 101.02,G5020,S,2707426714,32113567,+33.7128794,-111.5743081
04,013,061036,04013061036,610.36,Census Tract 610.36,G5020,S,2365870,11438,+33.5877401,-112.4030248
04,013,082017,04013082017,820.17,Census Tract 820.17,G5020,S,2604573,0,+33.4722070,-112.2638452
04,013,082205,04013082205,822.05,Census Tract 822.05,G5020,S,2510746,0,+33.4292554,-112.2469430
04,013,104401,04013104401,1044.01,Census Tract 1044.01,G5020,S,2549151,0,+33.5892316,-112.1082097
04,013,105503,04013105503,1055.03,Census Tract 1055.03,G5020,S,630445,20253,+33.5572235,-112.1031276
04,013,109702,04013109702,1097.02,Census Tract 1097.02,G5020,S,1405622,0,+33.4869472,-112.2330630
04,013,109801,04013109801,1098.01,Census Tract 1098.01,G5020,S,1219660,0,+33.4876201,-112.1991683
04,013,109704,04013109704,1097.04,Census Tract 1097.04,G5020,S,608759,0,+33.4909754,-112.2246135
04,013,109705,04013109705,1097.05,Census Tract 1097.05,G5020,S,560707,0,+33.4839302,-112.2243688
04,013,109900,04013109900,1099,Census Tract 1099,G5020,S,2604898,13762,+33.4876506,-112.1733250
04,013,106801,04013106801,1068.01,Census Tract 1068.01,G5020,S,702979,0,+33.5313191,-112.1145493
04,013,109101,04013109101,1091.01,Census Tract 1091.01,G5020,S,1286003,0,+33.5058159,-112.1255929
04,013,216836,04013216836,2168.36,Census Tract 2168.36,G5020,S,4168583,2207,+33.5888596,-111.8587996
04,013,420213,04013420213,4202.13,Census Tract 4202.13,G5020,S,1303290,0,+33.4191805,-111.7277634
04,013,421002,04013421002,4210.02,Census Tract 4210.02,G5020,S,1273723,7242,+33.4285378,-111.8284349
04,013,030402,04013030402,304.02,Census Tract 304.02,G5020,S,58294796,13696,+33.8615277,-111.9388070
04,013,106001,04013106001,1060.01,Census Tract 1060.01,G5020,S,702933,0,+33.5458512,-112.1145949
04,013,108302,04013108302,1083.02,Census Tract 1083.02,G5020,S,1333564,0,+33.4988620,-112.0041770
04,013,040515,04013040515,405.15,Census Tract 405.15,G5020,S,2260277255,308956,+33.8241902,-113.0044501
04,013,061019,04013061019,610.19,Census Tract 610.19,G5020,S,43210079,0,+33.3933973,-112.4305143
04,013,618000,04013618000,6180,Census Tract 6180,G5020,S,2764808,0,+33.6466694,-112.1777514
04,013,420110,04013420110,4201.10,Census Tract 4201.10,G5020,S,25795389,0,+33.4559724,-111.6080757
04,013,082018,04013082018,820.18,Census Tract 820.18,G5020,S,1325956,0,+33.4760517,-112.2464894
04,013,616500,04013616500,6165,Census Tract 6165,G5020,S,2012358,0,+33.6616059,-112.1067463
04,013,810700,04013810700,8107,Census Tract 8107,G5020,S,2512819,0,+33.3129045,-111.9028025
04,013,618700,04013618700,6187,Census Tract 6187,G5020,S,1258866,0,+33.6510365,-112.0912816
04,013,116604,04013116604,1166.04,Census Tract 1166.04,G5020,S,2550375,0,+33.3847564,-112.1768146
04,013,810200,04013810200,8102,Census Tract 8102,G5020,S,1297888,0,+33.3238610,-111.9025211
04,013,116730,04013116730,1167.30,Census Tract 1167.30,G5020,S,4413390,750,+33.3005447,-112.1205438
04,013,116733,04013116733,1167.33,Census Tract 1167.33,G5020,S,65083084,873,+33.3436617,-112.0697179
04,013,723306,04013723306,7233.06,Census Tract 7233.06,G5020,S,2320957367,169306,+32.9669436,-112.4340439
04,013,817200,04013817200,8172,Census Tract 8172,G5020,S,26737811,56977,+33.2178051,-111.6388916
04,013,610000,04013610000,6100,Census Tract 6100,G5020,S,321108542,3892828,+33.9335486,-112.1680577
04,013,616300,04013616300,6163,Census Tract 6163,G5020,S,2683258,3539,+33.6632263,-112.1454238
04,013,817600,04013817600,8176,Census Tract 8176,G5020,S,45016638,84859,+33.3118070,-111.6313607
04,013,723305,04013723305,7233.05,Census Tract 7233.05,G5020,S,1318874585,210596,+32.9198542,-113.1159749
04,013,610100,04013610100,6101,Census Tract 6101,G5020,S,21772245,0,+33.8921676,-112.1072361
04,013,610800,04013610800,6108,Census Tract 6108,G5020,S,52180869,50810,+33.7754306,-112.2443648
04,013,610500,04013610500,6105,Census Tract 6105,G5020,S,32164937,17349,+33.8390081,-112.0893313
04,013,610600,04013610600,6106,Census Tract 6106,G5020,S,9179753,28572,+33.8081662,-112.1032252
04,013,216843,04013216843,2168.43,Census Tract 2168.43,G5020,S,23630231,5285,+33.7140980,-111.8301559
04,013,216849,04013216849,2168.49,Census Tract 2168.49,G5020,S,33224185,832,+33.6147408,-111.8202992
04,013,617100,04013617100,6171,Census Tract 6171,G5020,S,977413,0,+33.6671703,-112.0092022
04,013,111900,04013111900,1119,Census Tract 1119,G5020,S,2540090,44043,+33.4713281,-112.0919831
04,013,612300,04013612300,6123,Census Tract 6123,G5020,S,23264147,150183,+33.7160876,-112.0862008
04,013,612400,04013612400,6124,Census Tract 6124,G5020,S,55860184,26479,+33.7508957,-112.0319677
04,013,613100,04013613100,6131,Census Tract 6131,G5020,S,5840197,0,+33.7891100,-111.9405369
04,013,420113,04013420113,4201.13,Census Tract 4201.13,G5020,S,1283627,0,+33.4190041,-111.6759674
04,013,723304,04013723304,7233.04,Census Tract 7233.04,G5020,S,736267090,0,+33.2233394,-112.3866062
04,013,723307,04013723307,7233.07,Census Tract 7233.07,G5020,S,19055502,0,+33.3693212,-112.4319377
04,013,723308,04013723308,7233.08,Census Tract 7233.08,G5020,S,35836130,0,+33.3307488,-112.4327351
04,013,816000,04013816000,8160,Census Tract 8160,G5020,S,23994359,0,+33.2367151,-111.7386696
04,013,813600,04013813600,8136,Census Tract 8136,G5020,S,5109095,0,+33.2264862,-111.7723597
04,013,422634,04013422634,4226.34,Census Tract 4226.34,G5020,S,2547252,1661,+33.3862896,-111.6585921
04,013,815800,04013815800,8158,Census Tract 8158,G5020,S,2836127,0,+33.2844824,-111.6971483
04,013,816600,04013816600,8166,Census Tract 8166,G5020,S,3055128,12572,+33.2751553,-111.6800201
04,013,522903,04013522903,5229.03,Census Tract 5229.03,G5020,S,1300111,0,+33.3134516,-111.8371642
04,013,615400,04013615400,6154,Census Tract 6154,G5020,S,2595526,14444,+33.6597444,-112.2813921
04,013,610900,04013610900,6109,Census Tract 6109,G5020,S,26213908,979,+33.7177747,-112.2644053
04,013,614700,04013614700,6147,Census Tract 6147,G5020,S,14905852,58806,+33.6893967,-112.0876317
04,013,614800,04013614800,6148,Census Tract 6148,G5020,S,1973896,0,+33.6727311,-112.0866239
04,013,116205,04013116205,1162.05,Census Tract 1162.05,G5020,S,1150410,0,+33.3814323,-111.9862123
04,013,111800,04013111800,1118,Census Tract 1118,G5020,S,2654770,0,+33.4730347,-112.0739665
04,013,112201,04013112201,1122.01,Census Tract 1122.01,G5020,S,1453063,0,+33.4738048,-112.1394436
04,013,112202,04013112202,1122.02,Census Tract 1122.02,G5020,S,1136740,0,+33.4724482,-112.1477014
04,013,116203,04013116203,1162.03,Census Tract 1162.03,G5020,S,7958851,0,+33.3901621,-112.0101981
04,013,116204,04013116204,1162.04,Census Tract 1162.04,G5020,S,2565916,0,+33.4000005,-111.9869425
04,013,107400,04013107400,1074,Census Tract 1074,G5020,S,2585600,0,+33.5167110,-112.0911071
04,013,116300,04013116300,1163,Census Tract 1163,G5020,S,2687775,0,+33.3853695,-112.0387139
04,013,116400,04013116400,1164,Census Tract 1164,G5020,S,2625229,0,+33.3850759,-112.0559281
04,013,116702,04013116702,1167.02,Census Tract 1167.02,G5020,S,3540725,0,+33.3678269,-112.0739542
04,013,116703,04013116703,1167.03,Census Tract 1167.03,G5020,S,3491276,5581,+33.3680118,-112.0584498
04,013,116704,04013116704,1167.04,Census Tract 1167.04,G5020,S,7883942,0,+33.3714984,-112.0163373
04,013,318400,04013318400,3184,Census Tract 3184,G5020,S,8005706,165589,+33.4339879,-111.9162539
04,013,318700,04013318700,3187,Census Tract 3187,G5020,S,2411589,0,+33.4287353,-111.9349179
04,013,104204,04013104204,1042.04,Census Tract 1042.04,G5020,S,1467261,44273,+33.5912674,-112.1566742
04,013,104205,04013104205,1042.05,Census Tract 1042.05,G5020,S,3377382,118623,+33.5748947,-112.1294390
04,013,104206,04013104206,1042.06,Census Tract 1042.06,G5020,S,1642458,10858,+33.5723303,-112.1454437
04,013,104212,04013104212,1042.12,Census Tract 1042.12,G5020,S,2581210,0,+33.6035807,-112.1425788
04,013,104214,04013104214,1042.14,Census Tract 1042.14,G5020,S,2427289,0,+33.6320299,-112.1772004
04,013,104217,04013104217,1042.17,Census Tract 1042.17,G5020,S,2559537,0,+33.6179599,-112.1771528
04,021,002002,04021002002,20.02,Census Tract 20.02,G5020,S,49816350,131437,+32.8141161,-111.5411188
04,021,000308,04021000308,3.08,Census Tract 3.08,G5020,S,3884854,0,+33.4259360,-111.5720113
04,021,000309,04021000309,3.09,Census Tract 3.09,G5020,S,3878740,0,+33.4260201,-111.5546824
04,021,001704,04021001704,17.04,Census Tract 17.04,G5020,S,4357452,0,+33.0491202,-112.0598600
04,021,001707,04021001707,17.07,Census Tract 17.07,G5020,S,2598333,16975,+33.0515210,-112.0405241
04,021,001706,04021001706,17.06,Census Tract 17.06,G5020,S,2434954,19285,+33.0648612,-112.0392778
04,013,116707,04013116707,1167.07,Census Tract 1167.07,G5020,S,1346086,0,+33.3522692,-111.9897630
04,013,116708,04013116708,1167.08,Census Tract 1167.08,G5020,S,3320675,47415,+33.3398925,-111.9828966
04,013,116709,04013116709,1167.09,Census Tract 1167.09,G5020,S,1087187,0,+33.3559534,-111.9747309
04,013,116710,04013116710,1167.10,Census Tract 1167.10,G5020,S,3827559,0,+33.3317389,-112.0055579
04,013,116711,04013116711,1167.11,Census Tract 1167.11,G5020,S,1077758,32009,+33.3298672,-111.9920343
04,013,116712,04013116712,1167.12,Census Tract 1167.12,G5020,S,3802551,0,+33.2979769,-111.9845655
04,021,001710,04021001710,17.10,Census Tract 17.10,G5020,S,31958172,0,+33.0526650,-111.9659110
04,021,000603,04021000603,6.03,Census Tract 6.03,G5020,S,9173926,0,+32.5226632,-110.9026058
04,013,082007,04013082007,820.07,Census Tract 820.07,G5020,S,1277147,0,+33.5014833,-112.2507274
04,013,071911,04013071911,719.11,Census Tract 719.11,G5020,S,2604814,0,+33.5739624,-112.2290099
04,013,082008,04013082008,820.08,Census Tract 820.08,G5020,S,1289859,0,+33.5014783,-112.2420804
04,013,082009,04013082009,820.09,Census Tract 820.09,G5020,S,1303676,0,+33.4869963,-112.2508164
04,013,092713,04013092713,927.13,Census Tract 927.13,G5020,S,2589423,0,+33.5161016,-112.2290977
04,013,092900,04013092900,929,Census Tract 929,G5020,S,2630303,0,+33.5312702,-112.1774451
04,013,104222,04013104222,1042.22,Census Tract 1042.22,G5020,S,2507770,0,+33.5890646,-112.1944668
04,013,104223,04013104223,1042.23,Census Tract 1042.23,G5020,S,2470399,10064,+33.6043789,-112.1938253
04,013,104218,04013104218,1042.18,Census Tract 1042.18,G5020,S,2582894,0,+33.6179390,-112.1598429
04,013,104224,04013104224,1042.24,Census Tract 1042.24,G5020,S,2531741,22483,+33.6044540,-112.1784017
04,019,004510,04019004510,45.10,Census Tract 45.10,G5020,S,1842776,0,+32.2866046,-110.9671622
04,019,004074,04019004074,40.74,Census Tract 40.74,G5020,S,9899711,0,+32.0862173,-110.7888611
04,013,104225,04013104225,1042.25,Census Tract 1042.25,G5020,S,2494692,16877,+33.6315079,-112.1617063
04,013,104227,04013104227,1042.27,Census Tract 1042.27,G5020,S,1057553,0,+33.5863574,-112.1635857
04,013,104219,04013104219,1042.19,Census Tract 1042.19,G5020,S,2574890,0,+33.6035315,-112.1599699
04,013,104221,04013104221,1042.21,Census Tract 1042.21,G5020,S,2568243,2105,+33.5885017,-112.1766306
04,013,104801,04013104801,1048.01,Census Tract 1048.01,G5020,S,5873834,0,+33.5787464,-112.0342546
04,013,104802,04013104802,1048.02,Census Tract 1048.02,G5020,S,3335040,0,+33.5894838,-112.0243739
04,013,104900,04013104900,1049,Census Tract 1049,G5020,S,2584777,0,+33.5898363,-112.0044597
04,013,105102,04013105102,1051.02,Census Tract 1051.02,G5020,S,18982098,3554,+33.5467273,-112.0221104
04,013,115801,04013115801,1158.01,Census Tract 1158.01,G5020,S,1299694,0,+33.3995032,-112.0689754
04,019,004063,04019004063,40.63,Census Tract 40.63,G5020,S,18994880,0,+32.1387607,-110.7687946
04,019,004065,04019004065,40.65,Census Tract 40.65,G5020,S,1508692,0,+32.1056985,-110.7887970
04,019,004066,04019004066,40.66,Census Tract 40.66,G5020,S,1057208,0,+32.0974037,-110.7770346
04,019,004113,04019004113,41.13,Census Tract 41.13,G5020,S,2948108,0,+32.0676128,-110.8671722
04,019,004424,04019004424,44.24,Census Tract 44.24,G5020,S,309184143,0,+32.1316150,-111.3141621
04,013,107102,04013107102,1071.02,Census Tract 1071.02,G5020,S,1353332,0,+33.5132000,-112.1430897
04,013,107201,04013107201,1072.01,Census Tract 1072.01,G5020,S,1298213,0,+33.5130999,-112.1255712
04,013,107500,04013107500,1075,Census Tract 1075,G5020,S,2609407,0,+33.5165357,-112.0737249
04,013,107700,04013107700,1077,Census Tract 1077,G5020,S,2618710,0,+33.5165871,-112.0387951
04,013,116719,04013116719,1167.19,Census Tract 1167.19,G5020,S,3405012,0,+33.3120951,-111.9836454
04,013,107800,04013107800,1078,Census Tract 1078,G5020,S,3533622,79718,+33.5172876,-112.0214510
04,013,111100,04013111100,1111,Census Tract 1111,G5020,S,3182443,33230,+33.4867355,-111.9673329
04,013,111201,04013111201,1112.01,Census Tract 1112.01,G5020,S,1912001,0,+33.4740316,-111.9709763
04,013,111202,04013111202,1112.02,Census Tract 1112.02,G5020,S,895521,0,+33.4605544,-111.9738762
